"(Intercept)","Internal_Mobility_Index","External_Mobility_Index","Employment_Conditions","Business_Climate","Socio_cultural_Factors","Connectivity_and_Mobility","Health_and_Ecology","Housing_and_Urban_Space","Commune","lower","upper"
0.197903384094861,0.0727598249140246,0.304146083179682,0.20889649787708,-0.228641038067973,-0.0441635921781446,-0.0896750504999973,-0.136207921897126,-0.0209979167948303,"Maipu",-0.0142881167573877,0.159807766585437
0.0870893090130349,0.118842539338071,0.0187930916511468,-0.0431354306600499,0.0224008419733307,0.00623372723150165,-0.0124808988753182,-0.0395650889632319,-0.089654301373868,"San Miguel",0.0363787954818752,0.201306283194267
-0.0272993742816896,0.122944819386202,-0.078512954954915,-0.0915614810468204,0.0148660237640989,-0.00530971016603357,0.047415628597102,0.0290170974049049,-0.0388752106654842,"Providencia",0.067107873256338,0.178781765516066
0.127619479938817,0.132838160296709,0.143669628930246,0.0644055517808144,-0.115858721493565,-0.0253719895768319,-0.0338879970163419,-0.0768939947735424,-0.05733815121916,"La Florida",0.110043210563611,0.155633110029807
0.154587877412198,0.133559993986617,0.13515113768089,0.0430395089972626,-0.0687763009433654,-0.0115392899789789,-0.0461703812224265,-0.0882772071310089,-0.0879047866987324,"Recoleta",0.0346515367532512,0.232468451219984
0.0538822126613722,0.137707545063082,0.0156856080554411,-0.0345744110230636,-0.0260578959865718,-0.00952709347878095,0.00821588929552147,-0.0228025564454736,-0.0629808491999411,"Las Condes",0.119510860886569,0.155904229239594
0.037725676482661,0.152111639965053,-0.0159032441920042,-0.0624307916781881,-0.0082304370930538,-0.00724250027211943,0.0209506862801326,-0.00994284598022662,-0.0683365891599149,"Huechuraba",0.125127440948909,0.179095838981197
0.0041660042619797,0.164494722535827,-0.0900144883221241,-0.125761474746109,0.0505556669935397,0.00384272883162598,0.0433801878484512,0.0174204167025138,-0.0817142330915987,"Quilicura",0.115382334356393,0.21360711071526
0.0447607032390022,0.254846467830248,0.0500110450230226,-0.016982337927014,-0.150267365986222,-0.047408164258347,0.0404399048118093,-0.0194947157887074,-0.0523808638588456,"Estacion Central",0.138221324180096,0.3714716114804
-0.19252020328608,0.613539553487822,-0.689988528478443,-0.738675991718393,0.439123560294051,0.0590944772211939,0.276842441776848,0.216079095850768,-0.314582134513343,"Santiago",0.522500244295248,0.704578862680395
