"(Intercept)","Internal_Mobility_Index","External_Mobility_Index","Commune"
-0.251202949661096,-0.0816520523735138,0.0940998147797707,"Cerrillos"
0.202739239318721,0.0689877369964486,-0.02648276533816,"Cerro Navia"
0.188229907845042,-0.0804440775298795,0.00381703517140828,"Conchali"
-0.410095397564557,0.027640457117295,0.04325594920785,"El Bosque"
0.157303746058758,-0.0765382092609155,0.0255352666352831,"Estacion Central"
0.267094568835784,-0.0778564471466263,-0.00283398860163567,"Huechuraba"
-0.301187386697949,0.251590981811838,-0.0631609753664963,"Independencia"
-0.185238932762485,0.0696886417166532,0.0501602385404998,"La Cisterna"
0.582073114613913,-0.172831867665377,0.0270240768685837,"La Florida"
0.0622310667152361,0.134406302076926,-0.00426480575557572,"La Granja"
-0.241657472174027,-0.0917703611793751,0.0498439755232448,"La Pintana"
0.296023695920529,0.0753599546108044,-0.0430841391317678,"La Reina"
-0.0900562696240305,0.0802822135642236,-0.0911921285849973,"Las Condes"
0.199164695684513,0.0319789819376359,-0.128203739287712,"Lo Barnechea"
-0.294962981150306,0.0572927257270583,0.0638904925572546,"Lo Espejo"
0.390307100010957,-0.0993097175354141,-0.0293641857957229,"Lo Prado"
-0.11174632111249,0.251977625075569,-0.113007028734856,"Macul"
0.119881176388828,-0.0603261738811106,-0.0741028996783045,"Maipu"
0.35993976657356,-0.133319288575871,0.0538826191746845,"Nunoa"
-0.0503322679502921,-0.00211152892610674,0.0224113180368588,"Pedro Aguirre Cerda"
0.534408615429126,0.00840457167363723,-0.117178473698052,"Penaflor"
-0.47279678531675,0.307461406661476,-0.222730119906255,"Providencia"
-0.110134358725621,0.117859330044117,-0.0580661813001176,"Pudahuel"
-0.175332697021322,-0.0819230888152846,0.0752692909858181,"Puente Alto"
0.0521032704614646,-0.133798903309854,0.0674603203604377,"Quilicura"
0.0435350456964624,-0.0197318014107493,-0.0074072736257511,"Quinta Normal"
0.172283808011739,-0.0903196460181007,0.00297041374007876,"Recoleta"
0.0291971303624618,-0.0684237214790317,0.00845639490300163,"Renca"
0.0852680775790311,-0.161566239438425,0.0973695246594931,"San Bernardo"
-0.0152708401514821,0.00670436729139037,0.0163133459544478,"San Joaquin"
0.220511858572918,-0.107219805932879,0.00753198111849868,"San Miguel"
-0.655130047946924,0.0729638282940757,0.107285281646288,"San Ramon"
-0.136280436476434,-0.0569566798925268,0.100826834883026,"Santiago"
-0.460870739777366,0.0335004857270408,0.0636745301025676,"Vitacura"
