Hidden_State,S1,S2,S3,S4,S5,S6,row_id,Internal_Mobility_Index,External_Mobility_Index,Per_Capita_Income,Cumulative_Cases_Rate,Average_Household_Persons,Inmigrants,Total_Households_Housed,Housing_Precariousness_Index,Commune,Date,Days,Higher_Education_Percentage,Postgraduade_Percentage,Social_Priority_Index_2020,Priority_2020,Code,Year,Month,Step,Step_Label,Quarantine_Start_Date,Quarantine_End_Date,Gross_Daily_Cases,Gross_Daily_Cases_Mobile_Average_7_Days
2.0,3.025664425399586e-17,0.24663173898564864,0.003920826897807944,1.8875562457723074e-92,0.7494474341165435,7.068324343858983e-77,951,2.627553923,4.487482543,324016.69,2631.62985028434,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-04,2020-07-06,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,26.11319586830996,22.72815195945571
2.0,7.252816115409256e-15,0.5866703291126153,0.0030200893644710663,1.4438567683095392e-84,0.4103095815229064,2.8508180205019176e-69,952,2.675606476,4.347255987,324016.69,2657.25946845139,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-05,2020-07-07,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,25.62961816705001,21.76099655692718
2.0,1.0671969992752096e-13,0.9019492488546906,7.847374540593415e-05,8.485347025488526e-81,0.09797227739979676,7.3824558958463e-67,953,3.369963275,6.608312212,324016.69,2672.25037719061,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-06,2020-07-08,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,14.99090873921978,21.55374897067142
2.0,2.3796407944170706e-13,0.9841353890970953,1.4640965489610307e-05,1.9474479392332473e-79,0.01584996993717722,1.9265297551110686e-65,954,3.244633528,6.470542596,324016.69,2686.75770822856,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-07,2020-07-09,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,14.50733103795028,21.3465013844143
2.0,5.538839864047392e-13,0.9978888289441582,1.804543788558375e-06,6.311422052039235e-78,0.0021093665114993838,5.284393760263426e-64,955,3.187761858,6.553638856,324016.69,2701.74861696777,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-08,2020-07-10,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,14.99090873920977,21.13925379815711
2.0,3.459131600440166e-10,0.9995423815319538,1.594305600370978e-07,8.052754899965005e-67,0.0004574586915729419,1.7521018592221855e-53,956,3.149692236,6.41804169,324016.69,2716.25594800573,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-09,2020-07-11,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,14.50733103795983,19.55035563685851
2.0,1.1744423604197294e-07,0.9998170652389614,2.100207533720985e-08,2.1927861677312585e-56,0.00018279631472713738,6.120164528659249e-44,957,3.226891843,6.540681736,324016.69,2731.24685674494,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-10,2020-07-12,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,14.99090873921023,17.96145747555855
2.0,1.854314982121854e-06,0.9995452938119866,3.4875380195336883e-08,6.046192241865283e-51,0.00045281699765098633,9.346869248984396e-37,958,2.856488905,5.187865308,324016.69,2749.62280939301,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-11,2020-07-13,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,18.37595264806987,16.85613701552425
2.0,2.361012889860893e-05,0.9991096382173483,2.2602471686279934e-07,1.2044584935435177e-45,0.0008665256290361625,1.7046510882466743e-30,959,2.572596079,4.244840428,324016.69,2767.51518433982,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-12,2020-07-14,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,17.89237494680992,15.75081655548995
2.0,2.4441529075000948e-05,0.9998799773580198,3.8121440096989186e-08,2.9607184224131584e-46,9.554299146507706e-05,7.0688171039488095e-31,960,3.27797031,6.480008276,324016.69,2785.89113698789,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-13,2020-07-15,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,18.37595264807032,16.23439425675432
2.0,2.9029721339804274e-05,0.9998760692024874,3.9877125146600385e-09,7.141844076077943e-46,9.489708846027793e-05,1.6331527404197538e-30,961,3.262918326,6.520405524,324016.69,2799.91489032458,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-14,2020-07-16,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,14.02375333668988,16.16531172800283
2.0,5.1911067171537495e-05,0.9998620606168974,3.617483115029579e-09,1.0721864879167322e-44,8.602469844791315e-05,2.0333705954947172e-29,962,3.269694305,6.592639528,324016.69,2813.45506596,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-15,2020-07-17,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,13.54017563541993,15.95806414174714
2.0,2.098338885781586e-05,0.9994061322097999,2.6142202656063544e-08,5.470667168162976e-46,0.0005728582591396762,1.6555633202250155e-29,963,2.697770651,4.721693477,324016.69,2827.47881929668,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-16,2020-07-18,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,14.02375333667987,15.88898161299286
2.0,8.352631373394659e-05,0.9998197789226613,3.090853972574394e-08,9.479777636284206e-44,9.666385506507199e-05,1.1454071140799127e-28,964,3.241271401,6.330807428,324016.69,2841.50257263337,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-17,2020-07-19,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,14.02375333669033,15.75081655549002
2.0,0.001540888341573309,0.9981612262906328,2.546791921958148e-08,6.056759223281681e-37,0.0002978598998746196,1.2255135933883686e-21,965,2.794703357,5.049371541,324016.69,2848.75623815235,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-18,2020-07-20,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,7.253665518979687,14.16191839419142
2.0,0.014200690104132262,0.9851801109405464,2.760646160787023e-07,3.2762047571024914e-31,0.0006189228907030138,2.213807220533462e-15,966,2.549319816,4.169321885,324016.69,2856.49348137259,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-19,2020-07-21,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,7.737243220240089,12.71118529039573
1.0,0.34637069232325746,0.6535930383234616,5.201690387699133e-08,4.9699310807786546e-23,3.621041364039658e-05,6.922736667322696e-09,967,3.293720581,6.57414783,324016.69,2863.74714689156,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-20,2020-07-22,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,7.253665518970138,11.1222871290957
1.0,0.8909579752360273,0.10902747050283501,1.979739504725733e-09,1.123821199900694e-21,1.21244908692007e-05,2.427790529030167e-06,968,3.083820411,6.102079346,324016.69,2872.45154551433,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-21,2020-07-23,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,8.704398622769986,10.36237931282143
1.0,0.995227824716018,0.004693728116698281,1.4547945747919358e-10,2.0980437280146403e-17,3.362913664805401e-07,7.811073043772315e-05,969,3.269797755,6.550276729,324016.69,2881.1559441371,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-22,2020-07-24,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,8.704398622769986,9.671554025300013
1.0,0.998062162638427,0.00023578075989698482,4.588593952298827e-12,9.251488253167286e-14,1.1582942602085033e-08,0.0017020450140523532,970,3.225081467,6.429912585,324016.69,2889.37676505861,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-23,2020-07-25,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,8.22082092151004,8.84256368027575
1.0,0.9745552308247121,8.80993062163944e-05,1.4497540487835135e-13,1.9265163068216983e-10,3.349660744054506e-10,0.025356669341308823,971,3.437800652,6.697899964,324016.69,2898.08116368138,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-24,2020-07-26,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,8.704398622769986,8.082655864001415
1.0,0.9926154764072245,0.0008610589510793632,6.976766660078398e-14,6.77069546173922e-10,6.729717607311503e-10,0.006523463291585136,972,2.901412093,5.267340816,324016.69,2905.81840690162,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-25,2020-07-27,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,7.737243220240089,8.151738392752902
1.0,0.9927772394940264,0.004474698342813129,2.9814772564274147e-12,8.482205845728533e-11,2.4308440576641425e-08,0.0027480377669163425,973,2.510965706,4.204624218,324016.69,2913.55565012186,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-26,2020-07-28,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,7.737243220239634,8.151738392752836
1.0,0.9851952503689588,0.0001706051914390553,3.7104115550447314e-13,1.2768502339742953e-10,9.823749433987043e-09,0.014634134487796683,974,3.254306109,6.530621218,324016.69,2921.2928933421,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-27,2020-07-29,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,7.737243220240089,8.220820921505688
1.0,0.942399487925297,0.00015676271328920343,2.045921402044191e-13,9.063498265401053e-09,4.0184147226693677e-10,0.05744373989586948,975,3.255676822,6.494336109,324016.69,2926.61224805602,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-28,2020-07-30,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,5.319354713919893,7.737243220241388
6.0,0.7830040316843226,0.00011402084825474685,1.0528736894853734e-14,5.825847806399562e-07,3.567577106465143e-10,0.21688136452587373,976,3.300367248,6.564526975,324016.69,2931.44802506867,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-29,2020-07-31,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,4.835777012650397,7.184582990224304
6.0,0.34147097741552307,4.131946470197697e-05,6.1455451298588396e-15,1.012480539999383e-05,1.4342562943870642e-10,0.6584775781709432,977,3.369652925,6.712434697,324016.69,2936.76737978258,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-30,2020-08-01,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,5.319354713909888,6.770087817709997
6.0,0.026160093154349418,1.3074128698361549e-06,3.83102594348324e-16,7.228444459471152e-05,6.292874764182792e-12,0.9737663149818927,978,3.663761444,7.09975172,324016.69,2942.0867344965,2.704998252,22254,122662,3.9031789,Estacion Central,2020-07-31,2020-08-02,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,7,1,Cuarentena,2020-04-30,2020-08-17,5.319354713919893,6.286510116445697
6.0,0.0022979049954761042,6.309111376081798e-07,2.778219859865082e-15,2.3461125172588736e-05,7.045765684924968e-13,0.9976780029675063,979,3.197693064,5.753969896,324016.69,2950.307555418,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-01,2020-08-03,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,8.220820921500035,6.355592645197119
6.0,0.0075608284607398485,3.8595906385566573e-07,1.935128958288625e-13,7.2501189943363055e-06,1.46493318651492e-12,0.9924315354595435,980,2.784332488,4.640071381,324016.69,2959.01195404077,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-02,2020-08-04,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,8.704398622769986,6.493757702701454
6.0,0.001817864184331826,5.944623533914087e-08,8.250109778782332e-17,3.0164754009722892e-05,8.874875029761635e-14,0.9981519116153343,981,3.4800600010345,6.88416179589303,324016.69,2967.23277496228,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-03,2020-08-05,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,8.22082092151004,6.562840231454304
6.0,0.001957694762994018,1.786953070187124e-08,1.4079158107846417e-16,3.4145781326683364e-05,1.58973395694702e-14,0.9980081415861325,982,3.38281694511974,6.79506543216262,324016.69,2972.06855197493,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-04,2020-08-06,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,4.835777012649942,6.493757702701454
6.0,0.0019191786739026695,1.7398832748176465e-08,1.1474502298162608e-16,2.79775509749296e-05,4.493297027105348e-15,0.998052826376285,983,3.45631821238297,6.77944447318057,324016.69,2977.38790668885,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-05,2020-08-07,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,5.319354713919893,6.562840231454239
6.0,0.0018627729134296886,1.541610859653107e-08,8.366119085421138e-17,3.0483889763987328e-05,4.050395282366388e-15,0.9981067277806936,984,3.46862876946154,6.89833445404231,324016.69,2982.70726140276,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-06,2020-08-08,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,5.319354713910343,6.562840231454304
6.0,0.0010296842705714813,6.1394268251561986e-09,1.8686402437929104e-17,4.4641470408912596e-05,1.887983983642725e-15,0.9989256681195908,985,3.6744685253194,7.17488232555734,324016.69,2987.54303841541,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-07,2020-08-09,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,4.835777012649942,6.493757702701454
6.0,0.0014525301742497724,1.5740468832354737e-08,1.8411276776378728e-15,4.35500865874881e-05,2.382377102192517e-15,0.9985039039986897,986,3.23351264676977,5.8279366885636,324016.69,2993.34597083059,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-08,2020-08-10,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,5.802932415179839,6.148345058941426
6.0,0.001992192096475106,8.648094485035722e-08,1.2507147983209509e-13,4.757868949844966e-05,1.8405518467989422e-14,0.9979601427329382,987,2.84032483318678,4.61863135571303,324016.69,2999.63248094704,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-09,2020-08-11,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,6.286510116450245,5.802932415181464
6.0,0.00022643353435958436,2.866766573081421e-09,2.6941882228946293e-17,0.0007293204558900835,6.724506687535681e-15,0.9990442431429769,988,3.58648424972844,7.07709615683029,324016.69,3005.43541336222,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-10,2020-08-12,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,5.802932415179839,5.457519771420006
6.0,0.000532244901494605,7.743603950528128e-10,7.354638702124775e-17,0.00024436990195212137,3.780714313575929e-16,0.9992233844221925,989,3.4208607044949,6.89867066673563,324016.69,3012.68907888119,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-11,2020-08-13,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,7.253665518970138,5.802932415180034
6.0,0.0005898889012267681,1.5399395560249694e-09,3.7835995071050627e-17,0.00014990279897805992,8.78522674611275e-17,0.9992602067598555,990,3.52498318936533,7.02053483680753,324016.69,3019.4591666989,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-12,2020-08-14,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,6.770087817709737,6.010180001435726
6.0,0.0007341711649313876,1.5328411749274701e-09,1.781802816134112e-17,7.901403047800257e-05,1.5848716942627362e-16,0.9991868132717493,991,3.64656287177365,7.18646873221952,324016.69,3026.71283221788,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-13,2020-08-15,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,7.253665518980142,6.286510116445697
6.0,0.0010991100137221323,2.0395211904309513e-09,9.258682679845959e-18,3.5247980703788546e-05,1.670688620874902e-16,0.9988656399660527,992,3.77181503129364,7.3652304350075,324016.69,3033.96649773686,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-14,2020-08-16,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,7.253665518980142,6.631922760207154
6.0,0.002947568181291754,3.94196017709103e-08,6.342698552931375e-15,2.0844850044066538e-05,1.4538997277188685e-15,0.9970315475490547,993,3.08477732374696,5.58733771271918,324016.69,3037.83511934698,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-15,2020-08-17,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,3.86862161011959,6.355592645198548
6.0,0.0031597811938470174,2.492157537172318e-07,1.2774653835088234e-13,2.9055206398760268e-05,5.6501506737618905e-14,0.9968109143838163,994,2.7789789479129,4.72976258211348,324016.69,3041.7037409571,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-16,2020-08-18,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,1,Cuarentena,2020-04-30,2020-08-17,3.868621610120044,6.010180001437091
6.0,0.0002621434261330604,3.01213954206713e-09,5.191777309018856e-18,0.0004886559378277192,1.3320998582294131e-14,0.9992491976238863,995,3.69037397196503,7.59985516991672,324016.69,3045.57236256722,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-17,2020-08-19,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,3.868621610120044,5.733849886428549
6.0,0.00017773576302857372,3.0176975011083533e-10,1.711646419869747e-17,0.0015885352909082683,2.1304888579884245e-16,0.9982337286442932,996,3.576553044018,7.34016965809755,324016.69,3049.44098417734,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-18,2020-08-20,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,3.868621610120044,5.250272185164249
6.0,0.00010981102589750794,1.6619380669522538e-10,1.734699790178446e-17,0.0056099482460350535,2.2236711826820255e-17,0.9942802405618736,997,3.59900170692598,7.44105932860911,324016.69,3053.30960578746,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-19,2020-08-21,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,3.868621610120044,4.835777012651436
6.0,5.716803748147532e-05,6.377414661713273e-11,1.0531702677087139e-17,0.02116341026745151,1.1177731523850266e-17,0.978779421631293,998,3.74652149174986,7.62419179641028,324016.69,3057.66180509884,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-20,2020-08-22,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,4.352199311379991,4.421281840137128
6.0,2.9230360058567085e-05,2.0756633081074828e-11,5.141167692745382e-18,0.10621568304598437,4.342244123606877e-18,0.8937550865732004,999,3.90811048466353,7.98862049345679,324016.69,3061.53042670896,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-21,2020-08-23,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,3.868621610120044,3.9377041388714
6.0,0.00010489555366798622,1.1443438956657381e-10,1.1437449689935269e-15,0.1640634319252361,6.183338066626191e-18,0.8358316724066603,1000,3.37526509077743,6.22239176537526,324016.69,3067.81693682541,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-22,2020-08-24,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,6.28651011644979,4.283116782632858
6.0,0.0004797759279293393,3.9187081254391066e-09,1.4536046852357995e-13,0.09090740780696048,1.4851642404400193e-16,0.9086128123462565,1001,2.85744581803135,4.7658925153882,324016.69,3074.58702464312,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-23,2020-08-25,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,6.770087817710191,4.697611955145736
6.0,5.2100777867949855e-05,8.254736977691727e-11,4.0800669510387107e-19,0.01755298740043473,7.970464271335766e-17,0.9823949117391498,1002,4.0181554854394,8.2741685201469,324016.69,3080.87353475957,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-24,2020-08-26,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,6.28651011644979,5.043024598907128
6.0,6.854286621416578e-05,1.2810442854495141e-11,9.202925326444775e-19,0.003878832628041521,2.0581597842228988e-18,0.9960526244929339,1003,3.93446438731702,8.0435266125278,324016.69,3085.22573407095,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-25,2020-08-27,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,4.352199311379991,5.112107127658549
6.0,5.3680327489075505e-05,8.476512708930469e-12,2.275822233634171e-19,0.0031391835446417053,1.8224374624627322e-19,0.9968071361193928,1004,4.1154502663839,8.30308281177262,324016.69,3090.0615110836,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-26,2020-08-28,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,4.835777012650397,5.250272185162885
6.0,5.238312081342973e-05,5.734336153936607e-12,1.6426137265546297e-19,0.002655143699541171,1.0521126283755958e-19,0.997292473173911,1005,4.16425283194538,8.34472146071484,324016.69,3094.89728809625,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-27,2020-08-29,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,4.835777012649942,5.319354713915735
6.0,4.7632566181030086e-05,3.6586477950790015e-12,5.769990189041678e-20,0.0027259598751636213,5.162072809685304e-20,0.9972264075549968,1006,4.24349557750996,8.65509750168106,324016.69,3099.24948740764,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-28,2020-08-30,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,4.352199311389995,5.388437242668585
6.0,0.00037730760050790996,1.2260596480062961e-10,9.365540306729482e-17,0.00018222445511705785,4.068296954226673e-19,0.999440467821769,1007,3.58426007344954,6.49914653700926,324016.69,3108.43746373167,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-29,2020-08-31,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,9.187976324029933,5.802932415180034
6.0,0.002211763938250835,1.4172388131599139e-08,1.9434181235125758e-14,2.5964333838330038e-05,9.495518267448963e-17,0.9977622575555032,1008,3.0483370402938,5.10769151192262,324016.69,3117.62544005571,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-30,2020-09-01,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,9.187976324039937,6.148345058941426
6.0,0.00024775353123993157,3.2030015453838383e-10,2.49318654006094e-20,0.00012705001897253386,1.8234934502758414e-16,0.9996251961294871,1009,4.37384265245953,8.90156726840118,324016.69,3126.81341637974,2.704998252,22254,122662,3.9031789,Estacion Central,2020-08-31,2020-09-02,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,8,2,Transición,2020-04-30,2020-08-17,9.187976324029933,6.562840231452875
6.0,0.0005042819182337202,9.87071950540564e-11,1.1432264897767202e-19,5.581068912501472e-05,8.655542984234138e-18,0.9994399072939341,1010,4.25226297005121,8.52676770289143,324016.69,3132.61634879492,2.704998252,22254,122662,3.9031789,Estacion Central,2020-09-01,2020-09-03,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,9,2,Transición,2020-04-30,2020-08-17,5.802932415180294,6.770087817710062
6.0,0.0006272079598812187,2.1735769207841538e-10,9.071323548362816e-20,4.15879263377347e-05,2.8858991992395276e-18,0.9993312038964234,1011,4.29196193037811,8.62843324884912,324016.69,3138.41928121011,2.704998252,22254,122662,3.9031789,Estacion Central,2020-09-02,2020-09-04,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,9,2,Transición,2020-04-30,2020-08-17,5.802932415189844,6.908252875215696
6.0,0.0008907921709238663,3.028165217731331e-10,5.94644440934652e-20,2.7895849111310113e-05,7.259624071430463e-18,0.9990813116771482,1012,4.35092846428387,8.83269539129985,324016.69,3144.70579132655,2.704998252,22254,122662,3.9031789,Estacion Central,2020-09-03,2020-09-05,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,9,2,Transición,2020-04-30,2020-08-17,6.286510116439786,7.115500461471389
6.0,0.000657370492561035,1.3726684024794557e-10,4.353355479038216e-21,2.5769057303181202e-05,4.5027533233523096e-18,0.999316860312869,1013,4.71931412610562,9.48241348988776,324016.69,3150.50872374173,2.704998252,22254,122662,3.9031789,Estacion Central,2020-09-04,2020-09-06,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,9,2,Transición,2020-04-30,2020-08-17,5.802932415180294,7.322748047727146
6.0,0.0015998951604187686,3.62171956922107e-09,4.795989043586594e-17,1.5566357151539896e-05,2.5435240384670564e-17,0.99838453486071,1014,3.74186623907309,6.74553871618476,324016.69,3155.82807845565,2.704998252,22254,122662,3.9031789,Estacion Central,2020-09-05,2020-09-07,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,9,2,Transición,2020-04-30,2020-08-17,5.319354713919893,6.770087817711426
6.0,0.002101821760422352,5.1960670768254276e-08,1.4967601149022897e-14,2.1226885013808786e-05,2.5416149977590684e-15,0.9978768993938756,1015,3.12887291160192,5.09331195365437,324016.69,3161.14743316956,2.704998252,22254,122662,3.9031789,Estacion Central,2020-09-06,2020-09-08,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,9,2,Transición,2020-04-30,2020-08-17,5.319354713909888,6.217427587692847
6.0,3.076879164228892e-05,3.68302576451957e-11,3.1800428200691202e-21,0.0019196702428672374,1.5296762893719367e-16,0.99804956092866,1016,4.60950188796359,9.2588579113433,324016.69,3166.46678788348,2.704998252,22254,122662,3.9031789,Estacion Central,2020-09-07,2020-09-09,16.6,1.0,71.67,Media Baja Prioridad Social,13106,2020,9,2,Transición,2020-04-30,2020-08-17,5.319354713919893,5.664767357677127
