Hidden_State,S1,S2,S3,S4,S5,S6,row_id,Internal_Mobility_Index,External_Mobility_Index,Per_Capita_Income,Cumulative_Cases_Rate,Average_Household_Persons,Inmigrants,Total_Households_Housed,Housing_Precariousness_Index,Commune,Date,Days,Higher_Education_Percentage,Postgraduade_Percentage,Social_Priority_Index_2020,Priority_2020,Code,Year,Month,Step,Step_Label,Quarantine_Start_Date,Quarantine_End_Date,Gross_Daily_Cases,Gross_Daily_Cases_Mobile_Average_7_Days
4.0,4.3860863530311407e-13,3.076245400813938e-10,1.8479651255286673e-19,0.9999433856346064,5.212342993377362e-20,5.6614057330394206e-05,10,0.921666246533905,5.52117469120242,267197.56,23.6071765816808,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-10,2020-04-12,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,5.620756328971602,2.7300816455005
4.0,2.27311091981032e-17,2.814688673393014e-09,3.2454839298140844e-20,0.9998672506667751,1.8668920008000433e-15,0.00013274651853428115,11,0.827199395008823,3.6503655155029,267197.56,26.9796303790638,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-11,2020-04-13,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,3.372453797382999,3.211860759412357
4.0,2.651790978704617e-16,8.470071810785307e-09,1.2314814250310841e-18,0.9998095566277276,2.1325538751428308e-14,0.00019043490217900044,12,0.800226871691454,3.2571212503151,267197.56,29.2279329106525,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-12,2020-04-14,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,2.248302531588699,3.372453797382981
4.0,4.790775197979027e-08,4.0024793792864407e-11,3.1539172759543005e-16,0.9982234879332215,3.4822167442283044e-14,0.0017764641189666767,13,1.343959044,5.753515358,267197.56,32.6003867080354,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-13,2020-04-15,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,3.372453797382903,3.854232911294825
4.0,5.934657513909787e-07,4.760726351380873e-13,1.1178845392856322e-16,0.9943269836806079,8.96693895688426e-17,0.005672422853164463,14,1.801365188,6.651467577,267197.56,38.2211430370071,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-14,2020-04-16,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,5.620756328971702,4.175418987236072
4.0,7.61322445608542e-06,1.0922716234308101e-11,3.806119132405026e-17,0.9740945177549453,3.654713004689512e-18,0.025897869009675827,15,1.636177474,8.1178157,267197.56,43.8418993659787,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-15,2020-04-17,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,5.620756328971595,4.4966050631773
4.0,3.686110338638824e-05,1.0785428610538057e-10,3.180622791407778e-17,0.9649359966125619,2.5913340718385e-17,0.03502714217619743,16,1.601843003,8.93883959,267197.56,49.4626556949503,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-16,2020-04-18,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,5.620756328971602,4.4966050631773
4.0,6.239616455157388e-05,1.4580795127916937e-09,1.4879731277446821e-16,0.973445121052097,4.629775965937485e-16,0.026492481325271187,17,1.094266212,9.051808874,267197.56,53.9592607581276,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-17,2020-04-19,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,4.496605063177299,4.336012025206686
4.0,4.930802877607545e-06,7.471190482035801e-06,2.8819445871650094e-15,0.9911890136712039,1.648179199998136e-14,0.008798584335417034,18,0.734948805,7.02334471,267197.56,56.2075632897163,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-18,2020-04-20,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,2.248302531588699,4.175418987236071
4.0,2.4275438809950362e-09,1.932586655155764e-06,1.4903836390348745e-17,0.996549265840054,1.0034966501838356e-10,0.0034487990453972777,19,0.620341297,5.680204778,267197.56,57.3317145555106,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-19,2020-04-21,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,1.124151265794303,4.014825949265443
4.0,1.044525913638699e-06,2.7906360752894926e-10,1.3366570465824363e-16,0.9941917329084793,3.3209857489871e-12,0.005807222283222249,20,1.189283276,8.868600683,267197.56,59.5800170870992,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-20,2020-04-22,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,2.2483025315886,3.854232911294829
4.0,5.857055410146169e-07,6.204950426361569e-12,2.2955356155455078e-17,0.998129537379277,3.2915611416794015e-16,0.0018698769089766825,21,1.252081911,8.487167235,267197.56,62.9524708844822,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-21,2020-04-23,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,3.372453797383002,3.533046835353586
4.0,1.2133813792519955e-07,3.4266341185173297e-12,1.8037125016452556e-17,0.9990024516648314,7.567223193674395e-18,0.0009974269936040626,22,1.218498294,8.093651877,267197.56,67.4490759476595,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-22,2020-04-24,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,4.496605063177292,3.372453797382971
4.0,2.4267920611362673e-08,3.6909993578922447e-13,4.7497164742201965e-18,0.9996036723543796,2.7787548275671485e-18,0.0003963033773306596,23,1.247440273,8.320204778,267197.56,70.8215297450425,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-23,2020-04-25,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,3.372453797383002,3.051267721441743
4.0,6.435732649517598e-09,6.228514160332368e-14,1.56089342370094e-18,0.999747101849701,3.9669935990509106e-19,0.00025289171450412187,24,1.215494881,8.444368601,267197.56,74.1939835424255,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-24,2020-04-26,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,3.372453797383002,2.890674683471129
4.0,4.65595447108969e-10,1.60093998323119e-08,7.135037243770426e-18,0.9994113967804262,5.7065460430935125e-18,0.0005885867445784492,25,0.811535836,6.339112628,267197.56,79.8147398713971,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-25,2020-04-27,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,5.620756328971595,3.372453797382971
4.0,1.1553944225249677e-13,9.123561280873564e-08,4.156368350503626e-20,0.9983849480057552,1.8619950784610113e-13,0.0016149607583302332,26,0.65447099,4.955767918,267197.56,84.3113449345744,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-26,2020-04-28,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,4.496605063177299,3.854232911294827
4.0,2.195815738898493e-06,3.7500285800010886e-11,3.219030367956579e-17,0.9822616430034946,3.9728655481778145e-13,0.01773616114286891,27,1.279385666,8.079249147,267197.56,89.932101263546,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-27,2020-04-29,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,5.620756328971609,4.336012025206686
6.0,0.0034779912579175057,3.4353251305184474e-09,3.2922049452898346e-15,0.4506370058829752,3.3053083486541717e-15,0.5458849994237756,28,1.226279863,8.168395904,267197.56,103.421916453078,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-28,2020-04-30,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,13.489815189532,5.781349366942257
6.0,0.12858160078858855,3.010057757965249e-06,8.091499428749619e-15,0.0006935703361691771,1.0672345051002e-13,0.8707218188173694,29,1.289624573,8.605392491,267197.56,116.91173164261,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-29,2020-05-01,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,13.489815189532,7.066093670707214
1.0,0.9345195530633433,0.000412418945523069,4.735294244077841e-15,8.751566535240245e-09,2.2519028361025629e-10,0.065068019014372,30,1.324982935,9.225938567,267197.56,131.525698097936,3.145581196,3606,68120,3.3957924,Cerrillos,2020-04-30,2020-05-02,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,4,0,Sin Medida,2020-05-05,2020-08-31,14.61396645532599,8.672024050413356
1.0,0.9498297074390055,0.05016972697111496,1.3837123983807156e-11,7.482858406011418e-19,2.3285853248101908e-07,3.3271750982087577e-07,31,0.839931741,5.426962457,267197.56,145.015513287468,3.145581196,3606,68120,3.3957924,Cerrillos,2020-05-01,2020-05-03,11.9,0.5,67.81,Media Baja Prioridad Social,13102,2020,5,0,Sin Medida,2020-05-05,2020-08-31,13.48981518953201,10.11736139214893
