"(Intercept)","Internal_Mobility_Index","External_Mobility_Index","Commune"
0.222737854945138,-0.0486265827446392,0.00529812108967031,"Cerrillos"
0.223501976407873,-0.0474066816918962,0.00480002253834519,"Cerro Navia"
0.183761275405345,-0.0467991175303005,0.0118323381330901,"Conchali"
0.219199129826862,-0.0457628262508418,0.00485504233342296,"El Bosque"
-0.377166216269308,0.084386000369519,0.0425332068589157,"Estacion Central"
0.156856685654827,-0.0437229174631357,0.0158612262089987,"Huechuraba"
0.216257328614784,-0.0446308405781385,0.00400092705023446,"Independencia"
0.218958126252833,-0.0484249129607732,0.00562363047194784,"La Cisterna"
0.16837616099309,-0.0306682758523874,0.000543205548576936,"La Florida"
0.221205989337405,-0.048096937097893,0.00545971053546033,"La Granja"
0.218458164258672,-0.0439325640738859,0.00478935263085707,"La Pintana"
-0.658678730790356,0.144524294842225,-0.00185484096413157,"La Reina"
-0.939686457445685,0.117409869247674,0.0261944653980549,"Las Condes"
-0.44845645868921,0.0592544028418022,-0.0123560934978169,"Lo Barnechea"
0.218001829768584,-0.0470008897622065,0.00549773605538143,"Lo Espejo"
0.212280788535954,-0.0430459147728317,0.00565514299705867,"Lo Prado"
0.0161940180872855,0.0526450523833007,-0.00616796523996125,"Macul"
0.192323001197088,-0.0409869824695289,0.00350729598560369,"Maipu"
-0.623616752778631,0.055119224376528,0.0939189776794977,"Nunoa"
0.219819409674191,-0.0467833439466909,0.0052152945576142,"Pedro Aguirre Cerda"
0.19112246765932,-0.0395352197017495,0.00163086826470673,"Penaflor"
-0.617295805319661,0.174468950044386,-0.064100342245784,"Providencia"
0.217680138084264,-0.0469812623794009,0.00446852321706509,"Pudahuel"
0.217742161698754,-0.0501467145494544,0.00814535954532511,"Puente Alto"
0.0910033127893476,0.00188882235882062,-0.0146008752826795,"Quilicura"
0.217094913103332,-0.0446677397760236,0.00411541785298045,"Quinta Normal"
0.218016532227239,-0.0462726136565092,0.00418629969090702,"Recoleta"
0.21447502541715,-0.0452361503723396,0.00478089057904052,"Renca"
0.219450733220925,-0.048969605429775,0.00525612481205045,"San Bernardo"
0.218792670970771,-0.0464080313040591,0.00533271055146032,"San Joaquin"
0.135668405521738,-0.0393205057520302,0.0173923398485141,"San Miguel"
0.220359124249216,-0.0461866990782227,0.00538066070098639,"San Ramon"
-0.702094925633285,0.382318735359717,-0.336866904477085,"Santiago"
-0.702341876974468,0.00759797737060691,0.12967213057195,"Vitacura"
